11,Beautiful Inside (Cube::Hard Mix),NM feat. Alison Wade,3,5,7,10,-,4,7,11,-
11,Blue Rain,dj TAKA VS Ryu☆,2,5,6,11,-,5,7,11,-
11,CANDY☆(X-Special),Luv UNLIMITED,-,-,-,-,12,-,-,-,12
11,Chance and Dice,日本少年,3,5,7,9,-,4,7,10,-
11,Dance Celebration,Bill Hamel feat. Kevens,2,5,8,11,12,6,7,11,12
11,Dance Celebration (System 7 Remix),Bill Hamel feat. Kevens,2,6,9,13,-,6,8,13,-
11,Dance Dance Revolution(X-Special),DDR ALL STARS,-,-,-,-,13,-,-,-,13
11,Dance Floor,neuras feat. Yurai,2,5,6,9,-,5,7,10,-
11,dazzle,kobo feat. kr:agué,2,4,8,10,-,4,8,10,-
11,Dream Machine,Darwin,3,6,8,11,-,5,8,11,-
11,Flight of the Phoenix,Jena Rose,2,5,7,9,7,4,6,9,7
11,Flourish,sonic-coll. feat. frances maya,3,5,8,10,-,6,8,10,-
11,Healing Vision(X-Special),DE-SIRE,-,-,-,-,14,-,-,-,14
11,Horatio,OR-IF-IS,2,4,9,15,15,5,8,14,14
11,Inspiration,DKC Crew,3,5,7,8,-,4,6,9,-
11,INTO YOUR HEART (Ruffage remix),NAOKI feat.YASMINE,3,5,8,11,-,5,8,11,-
11,Lift You Up,wolli,3,4,6,10,-,5,6,8,-
11,LOVING YOU (Epidemik remix),TONI LEO,3,6,8,11,-,4,7,11,-
11,Malacca,nc ft NRG factory,3,4,7,10,13,5,7,9,13
11,MAX 300(X-Special),Ω,-,-,-,-,17,-,-,-,18
11,MAXX UNLIMITED(X-Special),Z,-,-,-,-,18,-,-,-,18
11,on the bounce,neuras,3,7,11,14,16,6,9,14,15
11,On The Break,Darwin,4,8,10,13,-,8,11,14,-
11,PARANOiA(X-Special),180,-,-,-,-,13,-,-,-,14
11,PARANOiA ETERNAL(X-Special),STM 200,-,-,-,-,13,-,-,-,13
11,PARANOIA EVOLUTION(X-Special),200,-,-,-,-,14,-,-,-,14
11,PARANOiA MAX～DIRTY MIX～(X-Special),190,-,-,-,-,13,-,-,-,13
11,PARANOiA Rebirth(X-Special),190',-,-,-,-,14,-,-,-,14
11,Party Lights,Tommie Sunshine,2,4,6,11,-,5,6,10,-
11,Playa (Original Mix),Hamel and St. Croix feat. Jules Mari,3,4,7,11,-,4,7,11,-
11,puzzle,日本少年,3,4,6,8,-,4,6,9,-
11,SABER WING,TAG,4,8,10,13,13,8,12,12,12
11,SABER WING (AKIRA ISHIHARA Headshot mix),TAG,6,10,12,15,17,10,12,15,17
11,S･A･G･A,Veeton,4,7,10,13,-,6,10,13,-
11,Slip Out,Harmony Machine,1,3,7,9,-,5,6,9,-
11,Slip Out (bounce in beat mix),Harmony Machine,2,4,6,10,-,6,7,9,-
11,SP-TRIP MACHINE～JUNGLE MIX～(X-Special),DE-SIRE,-,-,-,-,11,-,-,-,12
11,SUPER SAMURAI,jun,4,8,12,15,-,8,11,16,-
11,Taj He Spitz,DKC Crew,2,4,7,10,-,5,7,11,-
11,Taj He Spitz (Tommie Sunshine's Brooklyn Fire Re-Touch),DKC Crew,3,5,8,12,-,6,7,12,-
11,Take A Chance,neuras feat. GATZ,2,3,6,9,-,3,6,9,-
11,The flower in your smile,TACOS NAOMI feat.小久保裕之,3,6,7,10,-,5,7,10,-
11,The legend of MAX(X-Special),ZZ,-,-,-,-,17,-,-,-,17
11,Ticket To Bombay,Jena Rose,3,5,7,10,-,5,7,9,-
11,Till the lonely's gone,Z-licious,3,4,8,9,-,5,8,9,-
11,TimeHollow,Masanori Akita,2,4,7,10,-,5,6,8,-
11,Tracers (4Beat Remix),Ruffage & Size,3,5,7,10,-,6,9,11,-
11,Trigger,sonic-coll.,3,9,12,16,18,7,11,16,18
11,TRIP MACHINE(X-Special),DE-SIRE,-,-,-,-,11,-,-,-,12
11,TRIP MACHINE CLIMAX(X-Special),DE-SIRE,-,-,-,-,14,-,-,-,14
11,Übertreffen,TAKA respect for J.S.B.,3,6,8,13,-,5,8,14,-
11,Waiting 4 u,DDT,4,6,8,11,11,6,8,12,12
11,will,NAOKI,1,4,7,11,-,5,7,11,-
11,30 Lives (Up-Up-Down-Dance Mix),The Motion Sick,2,4,7,8,-,5,7,12,-
12,不沈艦CANDY,Risk Junk,2,6,9,14,-,5,8,14,-
12,冥,Amuro vs Killer,3,7,11,16,18,7,12,15,18
12,A Brighter Day,NAOKI feat. Aleisha G,2,5,7,9,12,5,7,10,12
12,aftershock!!,DM Ashura,3,5,9,13,-,5,9,13,-
12,All My Love,kors k feat.ЯIRE,2,5,8,10,-,5,9,11,-
12,Anti-Matter,Orbit1 & Milo,6,10,14,17,18,10,15,17,18
12,BALLAD THE FEATHERS,S.S.D.FANTASICA feat.Naomi Koizumi,1,4,7,10,8,4,7,11,8
12,CG Project,Latenighters,3,5,9,12,-,5,9,13,-
